,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1608,-0.31444,-0.82856,-4.82040,-9.29878,10.30924,-0.81346,Jerry från Solna,-0.52618,0.32186,-9.00677,-1.05593,False,-18.13209
1609,-0.51606,-1.17205,1.60997,-8.60115,10.79926,-1.18249,Jerry från Solna,-1.30296,1.83213,-8.31283,-1.55043,True,-24.99788
1610,1.52116,0.78224,-0.73326,-9.74733,10.83783,0.85055,Erik Sven Fernström,-1.82710,-0.10273,-8.61227,0.72412,True,75.69144
1611,2.36135,0.27440,-0.18411,-8.94146,10.49048,0.20420,Jerry Fernström,-0.62155,3.17129,-6.38952,-3.03260,True,117.97569
1612,1.22965,-0.20724,0.41952,-9.31597,9.99745,-0.25497,Erik Sven Williams,-0.50878,0.61857,-7.86068,-2.62646,True,61.69215
1613,1.35677,0.67015,-1.27645,-8.84065,10.10519,0.78679,Jerry Fernström,-0.04651,1.53478,-11.08697,2.94078,False,67.20026
1614,0.96785,0.00296,1.94862,-9.50427,10.13523,-0.10668,Jerry Fernström,0.03349,0.29101,-10.11785,-1.67254,True,49.36668
1615,0.91315,-1.06851,-0.46178,-9.47757,10.25366,-1.12382,Jerry från Solna,0.40979,1.30338,-7.20495,-1.36159,False,45.42657
1616,0.03525,0.14131,4.51516,-8.88277,10.24844,0.32412,Jerry Fernström,0.48346,0.42233,-8.93865,3.37230,True,4.02032
1617,-0.28658,-0.25362,3.13233,-8.97054,10.75591,-0.47253,Erik Sven Williams,-0.97157,4.20597,-6.43934,-1.18675,True,-12.76270
1618,-0.59325,1.75717,-0.35897,-9.51099,9.94351,1.73416,Jerry Williams,-0.66329,2.21103,-8.10954,0.70045,True,-29.84213
1619,1.51571,0.54468,-4.21231,-9.09600,10.17821,0.64991,Jerry Fernström,0.28838,-0.01148,-9.63095,0.62086,False,73.67945
1620,2.50696,-0.31678,-1.14269,-9.53659,10.22373,-0.40981,Erik Sven Williams,1.93762,2.95975,-7.53205,-1.22687,False,124.77680
1621,-0.83804,-0.23289,3.40746,-9.46893,10.17283,-0.15638,Erik Sven Williams,0.72269,-1.02694,-8.07083,-1.41878,True,-40.19843
1622,1.09394,-1.43077,3.66932,-9.17979,9.98042,-1.52784,Jerry från Solna,-1.77498,0.82877,-5.32339,-1.24704,True,56.53167
1623,0.99639,-0.17870,1.40891,-8.79021,10.84169,-0.33576,Erik Sven Williams,0.22790,0.79580,-6.63384,-1.83657,True,50.52392
1624,1.73302,0.53836,-0.21639,-9.55132,10.19299,0.55786,Jerry Fernström,1.10552,0.70333,-6.99277,-0.00392,True,86.54266
1625,0.26752,-0.41257,3.48207,-8.77467,10.47116,-0.39365,Erik Sven Williams,0.69574,1.51608,-12.35979,1.04160,True,15.11682
1626,1.07590,0.52429,-8.96221,-9.04788,10.42633,0.70056,Jerry Fernström,2.90125,1.37901,-8.15962,0.06834,False,49.31369
1627,2.85641,-0.72207,1.13131,-8.98279,10.31955,-0.73176,Erik Sven Williams,-0.95908,-1.06755,-7.38934,-3.98277,True,143.38640
1628,2.03600,-0.47813,-7.87221,-8.52992,10.56729,-0.50377,Erik Sven Williams,-0.89787,0.32021,-9.01259,0.51447,False,97.86399
1629,1.81996,0.06705,-0.59418,-8.80425,9.93504,0.20463,Jerry Fernström,1.74032,0.18784,-8.39164,-0.69293,False,90.70100
1630,1.08861,0.53336,-2.07960,-9.56231,10.31899,0.40429,Jerry Fernström,-0.30961,-1.52941,-9.09399,1.31427,False,53.39055
1631,1.41796,0.60703,-4.10207,-9.23897,10.50835,0.73668,Jerry Fernström,-1.04490,-1.27793,-11.87236,0.91815,False,68.84711
1632,-0.93754,-0.08843,-2.54700,-9.78049,10.06773,-0.16356,Erik Sven Williams,1.14288,-0.48947,-5.22527,-1.75809,False,-48.15050
1633,1.20806,0.52536,-3.13246,-8.97433,10.65445,0.52410,Jerry Fernström,-0.15309,2.45293,-4.77081,0.25073,False,58.83689
1634,-0.06305,-0.66194,-0.47622,-9.32738,10.61891,-0.63929,Erik Sven Williams,0.24845,0.46604,-8.25403,-1.15164,False,-3.39062
1635,0.88694,1.20435,-1.01593,-8.95845,9.91831,1.30469,Erik Sven Fernström,0.07647,1.27757,-7.87217,-1.04126,True,43.83894
1636,0.44184,0.69087,-1.34387,-9.29858,10.66719,0.72147,Jerry Fernström,0.74470,-0.36801,-5.68763,-2.09572,False,21.42003
1637,0.51639,0.12924,-2.47297,-9.10150,10.64740,0.31919,Jerry Fernström,0.58640,0.96063,-10.17791,-0.67395,False,24.58294
1638,1.73242,0.12375,-2.44329,-9.22034,10.78396,0.12221,Jerry Fernström,-1.94320,-0.31079,-5.98509,-1.19199,False,85.39940
1639,1.81107,0.97892,-4.90783,-9.03618,10.85196,0.92116,Erik Sven Fernström,0.18276,-1.00598,-8.43204,-1.68740,False,88.09934
1640,0.54840,0.20698,0.10871,-8.34463,10.60146,0.25355,Jerry Fernström,-0.58191,-0.64667,-9.37593,-1.71691,True,27.47447
1641,-0.59552,0.12817,3.76157,-9.24368,10.69144,0.10612,Jerry Fernström,-1.10891,1.27878,-6.01333,-2.58595,True,-27.89532
1642,-0.27951,-1.31667,0.74548,-9.66005,10.77218,-1.31825,Jerry från Solna,-0.91401,-2.35787,-7.46899,-0.46569,False,-13.60297
1643,0.74274,-0.51957,-0.30389,-9.11404,10.12135,-0.41081,Erik Sven Williams,0.48737,-0.66087,-10.32300,1.07631,False,36.98482
1644,0.48420,1.72300,0.09895,-9.11197,10.82447,1.73179,Jerry Williams,-0.88007,0.97121,-7.35731,-1.94835,True,24.25955
1645,2.55064,-0.20390,-0.92954,-9.03341,10.21929,-0.23190,Erik Sven Williams,-2.51486,1.33277,-6.76701,0.29328,False,127.06740
1646,-0.24077,0.29755,-4.10595,-9.46570,10.69187,0.36380,Jerry Fernström,-0.69952,-0.71685,-4.91030,-2.46976,False,-14.09155
1647,0.41823,-0.38298,7.74969,-9.10955,9.88228,-0.09474,Erik Sven Williams,-1.46099,1.86373,-7.40947,0.22210,True,24.78618
1648,1.08556,-1.28752,0.63811,-9.50286,9.93530,-1.47974,Jerry från Solna,-0.20592,-1.84039,-10.35943,-2.07257,False,54.59701
1649,-0.25799,0.02896,-1.31423,-8.51575,10.68111,0.11684,Jerry Fernström,1.49394,-1.87811,-5.96581,1.07929,False,-13.55658
1650,1.38823,-0.20958,-0.95328,-8.93180,10.35878,-0.28057,Erik Sven Williams,-1.10623,0.84644,-8.65604,-0.90329,False,68.93479
1651,1.25415,-1.35747,2.08247,-9.48660,10.35839,-1.26426,Jerry från Solna,0.03481,0.48637,-9.95556,-1.60116,True,63.74867
1652,1.32655,0.86800,-4.09794,-9.26545,10.21104,0.78450,Erik Sven Fernström,-1.55636,0.32972,-8.02044,-1.38033,False,64.27877
1653,0.90978,0.11317,0.79920,-8.66915,10.53456,0.15388,Jerry Fernström,-1.03225,1.94107,-6.85771,-0.99625,True,45.88864
1654,-0.14694,-0.81225,1.38262,-9.47817,10.17168,-0.81267,Jerry från Solna,0.05177,1.16537,-9.13217,-1.30217,True,-6.65546
1655,-0.00882,-1.11330,-0.39668,-9.82127,10.40255,-1.06843,Jerry från Solna,-0.26841,-0.13694,-9.62185,-2.84129,False,-0.63956
1656,0.02424,0.55528,-1.01501,-8.90446,10.55941,0.55787,Jerry Fernström,-2.19076,-2.94883,-11.84120,1.03633,False,0.70427
1657,1.90036,0.66633,-3.04788,-8.67750,10.14864,0.90803,Jerry Fernström,-0.79187,-0.04473,-4.74505,-3.76248,False,93.49397
1658,0.22074,-1.04352,-2.58583,-9.72819,10.43150,-1.26301,Jerry från Solna,0.47353,-0.48921,-6.93199,1.16413,False,9.74424
1659,3.36793,-1.01956,-3.22109,-8.70610,10.27373,-1.13282,Jerry från Solna,-1.19705,-0.65840,-6.08848,-2.62722,False,166.78601
1660,2.46116,0.37858,-0.12168,-8.88031,10.45155,0.37685,Jerry Fernström,1.24476,1.60473,-6.65954,-0.65381,True,122.99692
1661,0.96578,-0.70267,1.40687,-8.98309,10.17957,-0.71517,Erik Sven Williams,-0.21708,-0.64062,-9.41595,-1.21644,True,48.99262
1662,2.58725,0.27581,-0.11974,-8.67561,9.94815,0.25733,Jerry Fernström,1.18483,0.28862,-8.74057,-2.32805,True,129.30259
1663,0.94840,0.57194,-3.95593,-9.25019,9.96844,0.65306,Jerry Fernström,0.53600,2.56700,-6.25073,-0.31698,False,45.44208
1664,-0.10898,-1.32348,2.18046,-8.80223,10.39011,-1.28862,Jerry från Solna,-0.42067,1.46719,-9.25591,-1.18920,True,-4.35883
1665,1.13353,0.66557,-0.48641,-9.74119,10.47867,0.58480,Jerry Fernström,0.90775,-1.00911,-10.20326,1.69616,True,56.43326
1666,2.76603,-0.08482,-5.20402,-8.64952,9.82036,-0.03980,Erik Sven Williams,0.54048,-0.24278,-10.98186,-3.15042,False,135.69968
1667,0.69210,1.45575,-4.71834,-9.21115,10.43415,1.30387,Erik Sven Fernström,-0.05556,1.45108,-8.15308,-0.59734,False,32.24589
1668,3.03109,0.44670,-4.02594,-9.58757,10.59177,0.58214,Jerry Fernström,1.91850,0.06925,-7.55169,-1.72510,False,149.54134
1669,-0.76303,-0.16313,-1.36037,-9.23412,10.39804,-0.16909,Erik Sven Williams,-0.78075,-0.80018,-9.30174,-1.92196,False,-38.83156
1670,0.98957,-0.39270,-2.86823,-9.36625,9.98912,-0.46407,Erik Sven Williams,-3.08735,-1.61931,-7.68310,-1.27434,False,48.04422
1671,3.14008,1.96336,3.07426,-9.51943,10.90440,2.06813,Jerry Williams,-2.33474,3.25702,-5.86823,-0.37777,True,158.54128
1672,0.25099,0.73735,-5.50960,-9.54127,10.02013,0.99914,Jerry Fernström,-1.07451,0.46457,-9.88619,2.35659,False,9.79462
1673,0.83561,-0.20107,-2.82687,-8.98453,10.36434,-0.16529,Erik Sven Williams,0.58168,1.54636,-7.99004,-1.33738,False,40.36730
1674,-0.37000,0.07937,0.55926,-8.76370,10.48778,0.10052,Jerry Fernström,-2.29465,-2.62671,-8.98652,0.17794,True,-18.22062
1675,-0.51158,0.27855,-3.31026,-9.23318,10.33825,0.12859,Jerry Fernström,-0.18264,-0.90828,-10.03615,-2.94272,False,-27.23416
1676,1.64381,0.16863,-4.24975,-9.42091,10.38360,0.20792,Jerry Fernström,-0.80723,0.23398,-9.16401,-2.23371,False,80.06542
1677,2.12232,-0.82814,-4.58724,-8.81766,10.23941,-0.86727,Jerry från Solna,-0.37560,2.79695,-11.52661,-0.34741,False,103.82250
1678,0.76627,0.93813,0.19166,-8.98043,10.24856,0.92538,Erik Sven Fernström,-0.32889,0.07461,-9.35374,-2.27107,True,38.40914
1679,1.99556,-0.62986,-5.53502,-9.36509,10.19338,-0.65024,Erik Sven Williams,-0.68614,-0.94926,-8.29729,-1.24670,False,97.01068
1680,0.90046,-0.08263,-0.25178,-8.66364,10.59101,-0.18228,Erik Sven Williams,-1.91934,2.61169,-9.84426,-2.31864,False,44.89711
1681,0.21939,0.66651,-2.27660,-8.69694,10.53013,0.60248,Jerry Fernström,0.89062,1.10535,-8.12775,0.79994,False,9.83113
1682,0.80012,-0.49890,2.11488,-9.53738,10.40045,-0.64828,Erik Sven Williams,-0.68457,-0.29128,-6.67660,-0.93311,True,41.06363
1683,0.70227,-0.19648,-5.28479,-9.21241,10.60213,-0.18722,Erik Sven Williams,-0.67857,0.72090,-10.15713,2.13969,False,32.47094
1684,1.60947,0.12355,-3.51628,-8.52319,10.71032,0.19866,Jerry Fernström,-0.28197,0.57922,-10.74342,-2.30429,False,78.71556
1685,1.61832,-0.16173,2.58260,-9.10459,10.33807,-0.19869,Erik Sven Williams,-0.52656,1.16856,-10.60812,1.64709,True,82.20711
1686,1.82982,-0.50166,0.48881,-9.31583,10.04957,-0.42889,Erik Sven Williams,-0.47524,2.74384,-9.62987,0.28188,False,91.73561
1687,1.97775,0.87059,-2.67570,-8.77508,10.33707,0.70786,Erik Sven Fernström,-0.47084,1.21334,-8.98428,-3.37838,False,97.54971
1688,0.87754,-0.54150,-2.01860,-9.65097,10.44610,-0.56011,Erik Sven Williams,0.18270,-1.61165,-9.68708,-3.48920,False,42.86787
1689,1.42943,0.33083,-1.86961,-9.28598,9.87977,0.29786,Jerry Fernström,-0.85103,-0.09060,-9.51805,-1.35227,False,70.53680
1690,1.83368,0.33624,-0.34523,-9.43940,10.11742,0.45392,Jerry Fernström,-0.67720,-2.50326,-7.87861,-1.63107,False,91.51155
1691,1.67024,0.29973,-2.70256,-9.01281,10.33669,0.33494,Jerry Fernström,-1.19088,-0.14606,-9.33901,-0.13026,False,82.16069
1692,0.54166,0.11680,5.57010,-9.83856,10.43415,0.13738,Jerry Fernström,1.35898,0.15000,-8.57393,-2.17192,True,29.86802
1693,1.27934,-0.02601,-4.78247,-9.39258,10.17014,-0.08615,Erik Sven Williams,0.88977,0.00220,-8.29796,3.53290,False,61.57598
1694,2.76546,-0.40574,-1.24676,-9.05773,10.51338,-0.32497,Erik Sven Williams,-0.31328,-0.49265,-8.37433,-2.55616,False,137.64986
1695,1.42851,-0.55387,1.14013,-9.34907,10.78260,-0.51846,Erik Sven Williams,-0.72924,0.44499,-9.52463,-2.80052,True,71.99551
1696,0.35502,-0.61105,5.94337,-8.86848,10.48755,-0.79253,Erik Sven Williams,0.27379,-1.80375,-7.80757,-1.40766,True,20.72278
1697,0.79549,-0.22801,-2.43455,-8.31726,10.65708,-0.18667,Erik Sven Williams,1.31887,1.12303,-7.65488,-2.04770,False,38.55743
1698,-1.48006,-1.23510,-1.25650,-9.45053,10.50575,-1.04660,Jerry från Solna,4.22933,-2.99902,-8.32265,-1.64410,False,-74.63139
1699,0.03446,-0.31411,-1.90602,-9.49382,10.71359,-0.39389,Erik Sven Williams,-0.59581,-0.31992,-10.13172,-1.45369,False,0.77010
1700,0.89755,-0.64351,-3.85558,-9.37701,10.61111,-0.65946,Erik Sven Williams,-1.37761,-0.84787,-7.60990,-3.55813,False,42.94987
1701,2.06345,0.79968,-5.56263,-9.62118,10.08193,0.75475,Erik Sven Fernström,-0.29284,-0.07705,-9.00844,-1.35940,False,100.39140
1702,0.10407,-0.32304,3.97458,-9.40182,10.67933,-0.33626,Erik Sven Williams,0.88148,1.73695,-9.15473,-2.12536,True,7.19065
1703,2.51821,-0.20567,-5.07183,-8.81117,10.40497,-0.24741,Erik Sven Williams,1.05975,2.23574,-7.30692,-0.06463,False,123.37451
1704,0.69326,-0.49301,-1.28130,-9.03175,10.47856,-0.61752,Erik Sven Williams,-1.10251,0.37458,-7.76693,-0.74974,False,34.02251
1705,0.12276,0.25966,5.67443,-9.35993,10.50620,0.38158,Jerry Fernström,-2.26915,-5.84198,-12.16659,3.75898,True,8.97531
1706,-0.05021,0.08546,-3.80274,-9.72919,10.26424,0.15365,Jerry Fernström,1.59084,0.82698,-7.55358,-1.32848,False,-4.41192
1707,2.43745,0.42299,-3.48916,-8.96781,10.34492,0.28378,Jerry Fernström,1.99738,2.24841,-8.15004,-1.54016,False,120.12810
1708,0.23611,0.25713,-7.44529,-8.58872,10.73374,0.30816,Jerry Fernström,0.31651,0.70512,-9.37725,-1.43299,False,8.08293
1709,1.19799,0.22264,3.37147,-9.18524,10.63062,0.34679,Jerry Fernström,1.44662,-0.95322,-10.43708,4.14977,True,61.58533
1710,1.98664,0.95983,-1.41582,-8.93348,10.40504,1.00593,Erik Sven Fernström,-0.54142,0.39304,-8.49786,-0.88590,False,98.62424
1711,2.03360,0.67326,-6.38859,-9.88085,10.86165,0.62714,Jerry Fernström,-0.58388,-0.45849,-9.28754,1.03301,False,98.48549
1712,-0.03373,-0.38944,-1.21952,-9.82976,10.24436,-0.29203,Erik Sven Williams,-0.15057,1.39930,-7.55462,-1.26943,False,-2.29606
1713,1.99639,1.33980,-7.98975,-9.89422,10.06929,1.35685,Erik Sven Fernström,-0.68280,0.73192,-9.81715,-0.49162,False,95.82440
1714,0.73079,0.66308,0.66977,-9.61056,10.20979,0.59003,Jerry Fernström,0.00977,-0.28820,-6.55696,-0.81931,True,36.87423
1715,1.04130,0.62576,-0.18608,-9.39625,10.14108,0.55076,Jerry Fernström,-2.29855,-1.79498,-8.07875,-2.23796,True,51.97182
1716,0.75660,-0.19947,2.55839,-8.87201,10.26817,0.05491,Erik Sven Williams,-0.77753,0.52971,-7.43090,1.37491,True,39.10918
1717,1.38091,-1.29733,-2.09758,-8.74408,9.84516,-1.26379,Jerry från Solna,-1.16294,-0.49969,-6.53902,-1.10745,False,67.99683
1718,-0.04770,-1.27637,-0.68761,-9.46079,10.42703,-1.36767,Jerry från Solna,-0.85203,0.77636,-6.74444,0.92561,False,-2.72894
1719,2.47940,-0.90572,-2.34482,-9.21794,10.88466,-0.86794,Jerry från Solna,-0.15094,2.55773,-9.02160,0.43743,False,122.79737
1720,1.31415,-0.49634,-2.05453,-8.63282,10.07867,-0.70485,Erik Sven Williams,-1.49172,-0.16958,-6.57715,-1.96682,False,64.68041
1721,-0.05090,-0.53073,1.15928,-9.16412,10.17432,-0.66699,Erik Sven Williams,-0.34371,0.44838,-8.81873,1.48862,True,-1.96534
1722,2.16842,-0.46001,4.84966,-8.58417,10.30556,-0.46547,Erik Sven Williams,2.68631,-1.38263,-9.86272,-0.22944,True,110.84562
1723,0.68971,0.19298,0.82910,-9.60456,10.36827,0.24856,Jerry Fernström,3.29171,-2.02502,-8.51534,-3.76859,True,34.90015
1724,-0.38633,-1.40047,6.20050,-8.96738,10.10953,-1.56744,Jerry från Solna,-2.26162,-3.87034,-8.92464,-0.59569,True,-16.21622
1725,0.33679,-0.72694,-3.53888,-9.21894,10.62564,-0.80524,Erik Sven Williams,0.77774,-0.38253,-8.58020,-1.58472,False,15.06985
1726,1.82121,-0.06288,-0.31112,-9.01950,10.70083,-0.14151,Erik Sven Williams,-0.25366,1.29963,-8.49525,-3.90634,False,90.90515
1727,-0.48586,-0.70312,3.76344,-9.91464,10.19866,-0.69085,Erik Sven Williams,-1.20784,1.48574,-6.97589,-0.83348,True,-22.41151
1728,1.93674,1.04717,-3.00784,-9.41564,10.63797,1.13047,Erik Sven Fernström,-2.81236,0.89327,-8.40114,-0.04426,False,95.33297
1729,0.26910,0.96213,-0.71396,-8.86708,10.03242,1.06384,Erik Sven Fernström,-1.58410,-0.97630,-9.50371,-1.56409,True,13.09784
1730,1.00982,-0.09124,1.48115,-9.88011,10.98271,-0.05374,Erik Sven Williams,1.89859,0.96784,-7.90381,-0.59593,True,51.23143
1731,0.34438,-1.58977,6.47936,-8.57849,10.34172,-1.65369,Jerry från Solna,-1.54408,-0.31582,-6.65357,-1.02329,True,20.45872
1732,0.28795,-0.69217,-2.45212,-8.47786,10.64490,-0.94563,Erik Sven Williams,-0.92323,0.32449,-8.73774,-0.99617,False,13.17141
1733,1.20957,0.43941,2.50564,-9.39614,10.45876,0.47170,Jerry Fernström,-0.55299,-1.36944,-8.97741,-2.16279,True,61.73112
1734,1.27519,-0.16634,-2.32833,-9.71155,9.99209,-0.18958,Erik Sven Williams,0.44220,1.70216,-9.98989,-0.49480,False,62.59554
1735,1.91698,1.30070,-3.95980,-9.65129,10.47956,1.28118,Erik Sven Fernström,-0.52781,-0.37431,-11.84016,-0.01250,False,93.86926
1736,0.54805,-1.36149,5.24711,-8.78431,10.21799,-1.34417,Jerry från Solna,-1.06316,-0.22878,-7.80081,0.55271,True,30.02612
1737,0.76178,0.04286,-2.44274,-8.73043,10.72556,-0.08955,Jerry Fernström,-1.39067,1.17969,-9.72413,-2.77486,False,36.86764
1738,2.65935,0.53226,0.04838,-9.49087,10.32853,0.49715,Jerry Fernström,-0.55993,0.33904,-11.12325,2.94387,True,132.99185
1739,2.09903,0.09993,1.34672,-9.23181,9.99891,-0.02289,Jerry Fernström,-1.17501,3.33777,-10.34041,-5.08808,True,105.62483
1740,1.18661,-0.21994,-5.09064,-9.08797,10.41828,-0.42913,Erik Sven Williams,-2.14165,-0.28205,-7.53359,-3.47242,False,56.78503
1741,1.69454,0.10898,0.51856,-9.02596,10.46112,0.16625,Jerry Fernström,-0.64605,0.79046,-7.24266,-1.64605,True,84.98645
1742,1.34398,-0.14339,0.77960,-9.25734,9.92366,-0.28017,Erik Sven Williams,-0.20164,1.60141,-5.65328,1.05682,True,67.58898
1743,0.47242,0.29301,-0.61288,-8.94344,10.44848,0.28469,Jerry Fernström,-2.38023,-0.85755,-7.66674,0.93519,False,23.31451
1744,-2.03860,-0.23850,0.36638,-8.58792,10.28306,-0.27858,Erik Sven Williams,1.09074,-2.04394,-8.46583,-0.21630,True,-101.74703
1745,0.89071,0.51643,-2.17249,-8.97204,10.17297,0.45988,Jerry Fernström,0.19609,0.43245,-8.31751,-2.46395,False,43.44916
1746,1.06590,-0.28513,1.99085,-9.74638,10.17923,-0.15846,Erik Sven Williams,-0.57018,-0.27242,-9.38046,-2.48395,True,54.29026
1747,0.50712,-0.69417,3.27541,-9.06136,10.05556,-0.58607,Erik Sven Williams,0.65306,1.73635,-10.05121,-2.97327,True,26.99378
1748,-1.00854,-1.54180,4.67881,-9.42109,10.09254,-1.57257,Jerry från Solna,0.97768,-0.11398,-12.93958,1.91386,True,-48.08735
1749,1.55156,0.08431,-3.21263,-8.94888,9.90098,-0.02403,Jerry Fernström,0.05230,-0.44119,-10.28444,-2.74246,False,75.97166
1750,0.09594,-0.17717,-3.06219,-8.72071,10.25745,-0.26940,Erik Sven Williams,0.78687,0.95345,-11.49476,2.41787,False,3.26608
1751,1.51545,-0.20166,2.29566,-9.08063,9.86508,-0.21094,Erik Sven Williams,1.50252,3.32543,-8.05424,0.86001,True,76.92039
1752,0.92315,0.17024,-6.36332,-9.36756,10.49887,0.12594,Jerry Fernström,-0.11298,0.73311,-6.85440,-0.85983,False,42.97602
1753,0.65331,0.67589,-0.12117,-9.29693,10.57648,0.81749,Jerry Fernström,-2.38660,0.61224,-8.19554,-2.38887,True,32.60499
1754,-1.28017,-1.84708,-0.32464,-9.57401,10.02931,-1.87218,Jerry från Solna,-0.18732,2.31023,-7.42308,-1.64330,False,-64.17086
1755,0.52202,0.38834,-1.79058,-9.48868,10.52732,0.35116,Jerry Fernström,0.32484,-0.70618,-8.64143,-1.89220,False,25.20562
1756,2.32110,0.92588,-3.65310,-9.71636,10.13756,0.96153,Erik Sven Fernström,3.42837,-1.39943,-8.76140,-1.31485,False,114.22867
1757,1.89959,0.79748,-1.81366,-9.87656,10.37279,0.78908,Erik Sven Fernström,-0.53308,0.37755,-7.20216,-0.68217,False,94.07267
1758,0.55227,0.25539,-5.41257,-8.92780,10.17084,0.26214,Jerry Fernström,0.40756,0.12606,-9.89459,-1.69333,False,24.90705
1759,0.77191,-0.51281,0.80600,-9.55466,10.77388,-0.39711,Erik Sven Williams,1.63257,-0.21933,-9.05161,-2.60865,True,38.99860
1760,2.32467,0.62447,-0.80988,-9.38623,10.33766,0.56812,Jerry Fernström,-0.34552,-0.11287,-5.61465,-1.13508,False,115.82849
1761,0.26295,-1.33766,-3.17494,-9.85743,10.14308,-1.31384,Jerry från Solna,-0.11527,0.12185,-5.71255,-1.42950,False,11.56015
1762,2.66927,1.13673,-1.32508,-9.27075,10.03078,0.92492,Erik Sven Fernström,-0.41378,-1.14951,-9.86096,-2.76548,False,132.80084
1763,1.18458,0.39894,-0.50665,-9.16316,10.20856,0.28568,Jerry Fernström,0.07191,1.84324,-8.38607,0.74982,False,58.97573
1764,-0.47399,-0.31707,0.05692,-9.13375,10.34760,-0.36211,Erik Sven Williams,0.86589,-1.51039,-9.19542,-0.93612,False,-23.67123
1765,1.42168,-2.48097,-1.60761,-8.86593,10.54662,-2.53154,Jerry från Solna,-1.19375,-2.34441,-7.67434,-1.91818,False,70.28022
1766,1.45527,0.72162,-3.30834,-9.38201,10.16146,0.72112,Jerry Fernström,-1.37665,0.15041,-4.89534,1.04830,False,71.10929
1767,0.40850,-0.79324,-3.93180,-9.40928,10.04013,-0.86222,Jerry från Solna,0.05709,2.47872,-7.22347,-0.13533,False,18.45905
1768,0.57950,0.32784,-4.84253,-8.89447,10.26190,0.26384,Jerry Fernström,-0.76312,3.00017,-8.93150,-5.45199,False,26.55351
1769,1.53799,0.14917,-1.86773,-9.71792,10.62314,-0.03049,Jerry Fernström,1.21753,-0.21517,-8.04857,-0.70264,False,75.96559
1770,0.34090,-0.33280,-2.28552,-9.16572,10.03472,-0.40215,Erik Sven Williams,-2.07022,-0.31847,-10.78281,1.65618,False,15.90238
1771,1.32881,-0.58247,1.01924,-9.33299,10.11050,-0.57882,Erik Sven Williams,-0.68567,-1.41305,-9.21289,-0.83525,True,66.95021
1772,2.88775,0.89349,-2.15068,-9.14870,9.96734,0.75472,Erik Sven Fernström,0.57834,0.74295,-12.81449,-0.37334,False,143.31207
1773,1.93132,-1.84671,-1.50428,-8.63444,10.08406,-1.89126,Jerry från Solna,0.07009,0.40046,-7.72640,-4.14939,False,95.81401
1774,0.43355,0.27231,-4.83654,-8.96511,10.01631,0.14042,Jerry Fernström,-1.57501,-2.23485,-8.00068,-1.26649,False,19.25916
1775,0.62101,-0.31143,6.82283,-9.87604,10.28516,-0.26667,Erik Sven Williams,-0.88118,0.14909,-8.10894,1.68036,True,34.46177
1776,-0.65343,0.01012,1.24789,-9.41155,10.46871,0.12409,Jerry Fernström,1.22276,1.38153,-12.86690,1.69029,True,-32.04731
1777,1.07233,1.60833,-0.68188,-9.42017,10.64934,1.60551,Jerry Williams,0.51318,0.64891,-7.12990,-1.34523,True,53.27559
1778,2.94399,-0.27670,1.30225,-8.95811,10.61797,-0.46761,Erik Sven Williams,-2.53681,-0.16607,-7.64719,-3.22834,True,147.85071
1779,0.75545,-0.82880,0.75631,-8.96086,10.16255,-0.91861,Jerry från Solna,-0.63596,0.61646,-7.75363,-0.70352,False,38.15078
1780,-0.05978,0.15837,-0.40370,-10.03952,10.20556,0.14971,Jerry Fernström,-0.06335,0.17568,-7.91600,0.56850,False,-3.19075
1781,1.41194,0.04733,-2.45604,-9.25625,10.10854,0.16522,Jerry Fernström,0.58033,1.12181,-9.36700,-2.25326,False,69.36894
1782,-0.14720,0.23744,2.69851,-8.94469,10.48121,0.24316,Jerry Fernström,-0.91860,-0.15361,-11.39421,-0.83831,True,-6.01078
1783,0.95516,-0.55538,-3.45011,-9.14589,10.03680,-0.51166,Erik Sven Williams,0.09319,-2.93718,-10.79555,2.45999,False,46.03313
1784,2.76978,1.07880,-1.34277,-9.91812,10.03997,1.03067,Erik Sven Fernström,1.76992,-2.04568,-7.24101,-2.40628,False,137.81744
1785,-0.50248,-1.28604,-4.68967,-9.03938,10.05317,-1.34730,Jerry från Solna,-1.52926,-2.46599,-6.59345,-1.49484,False,-27.46865
1786,1.97652,0.61938,-6.95103,-9.15885,9.94551,0.63093,Jerry Fernström,2.04634,-0.17916,-7.12633,-1.83875,False,95.35026
1787,0.43056,-0.45379,-1.56165,-9.40771,10.42449,-0.49040,Erik Sven Williams,-0.12626,-3.30823,-7.08942,-0.44509,False,20.74736
1788,0.76096,-0.80870,-4.74921,-8.83418,10.44120,-0.84293,Jerry från Solna,1.16407,-2.17174,-4.33720,-1.09369,False,35.67330
1789,1.41111,-1.57496,0.48755,-9.48770,10.89330,-1.58059,Jerry från Solna,-1.33808,0.28053,-8.81993,-2.59947,False,70.79908
1790,-0.93689,-0.96821,-1.47341,-9.37392,9.92307,-0.90511,Jerry från Solna,-1.19873,0.18465,-6.81616,-0.89556,False,-47.58117
1791,0.06011,0.15573,-0.31406,-10.00540,10.17231,0.24758,Jerry Fernström,1.24915,-1.06560,-9.07320,-2.10692,False,2.84865
1792,0.19825,-0.20600,0.93783,-9.37030,9.97821,-0.16396,Erik Sven Williams,-1.30895,-0.81275,-8.59241,-4.25328,True,10.38121
