,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
174,Bob,1.82760,0.26398,-1.70822,-8.96362,9.91360,0.22807,Jerry Fernström,0.51996,-1.85978,-9.51053,-3.01779,False,90.52567
175,Shoogee,-0.57235,0.48025,1.64490,-10.16991,10.05722,0.33120,Jerry Fernström,-0.31502,1.28738,-10.30101,-0.47074,True,-27.79492
176,Atsuto,1.15684,0.47813,-10.36188,-9.14138,10.12977,0.50511,Jerry Fernström,-0.66828,0.12439,-8.46962,-2.15204,False,52.66117
177,Shoogee,1.53819,0.34127,0.92599,-9.97893,10.54257,0.47450,Jerry Fernström,1.18573,-0.53319,-5.07188,-1.13327,True,77.37251
178,Jorg,-0.06787,-0.20150,2.43297,-9.56505,10.03944,-0.14734,Erik Sven Williams,0.71889,-0.41494,-8.53135,-2.10971,True,-2.17716
179,Bob,1.14683,-1.19619,1.50570,-9.18465,9.88749,-1.28918,Jerry från Solna,-1.66041,3.53457,-7.29125,-3.38762,True,58.09441
180,Jorg,1.86552,0.37755,-2.05194,-8.73695,10.45028,0.36663,Jerry Fernström,0.07795,-0.32078,-9.08641,-1.29141,False,92.25018
181,Jorg,2.34237,0.59004,2.31292,-9.65125,10.00351,0.32050,Jerry Fernström,-1.63764,-0.77596,-8.64923,-1.38169,True,118.27485
182,Shoogee,0.89629,0.98473,-6.67627,-8.68387,10.13248,1.04983,Erik Sven Fernström,0.92455,0.14897,-10.05377,-0.88086,False,41.47642
183,Shoogee,1.96214,-1.09339,-0.01649,-9.87574,10.08028,-1.07675,Jerry från Solna,-3.25002,-1.87209,-7.09660,-0.89431,False,98.09886
184,Jorg,1.42723,-0.06832,-6.38355,-8.89575,10.45079,0.02565,Erik Sven Williams,-1.55475,-1.94170,-11.12355,-0.19464,False,68.16972
185,Atsuto,0.05299,-0.66868,-1.60887,-9.75890,10.45979,-0.62247,Erik Sven Williams,-0.96056,-0.39143,-8.02196,-1.58806,False,1.84520
186,Atsuto,0.29902,-0.82521,-3.51164,-8.91730,10.22180,-0.76248,Jerry från Solna,-0.76134,0.75631,-6.82498,3.17354,False,13.19495
187,Atsuto,0.38685,-0.69656,6.36097,-8.97010,10.15119,-0.65865,Erik Sven Williams,-0.81418,0.89035,-7.99359,-2.13819,True,22.52288
188,Bob,2.00700,-0.04278,-4.59812,-9.46616,10.04133,-0.11932,Erik Sven Williams,1.74945,-3.68226,-8.42512,-4.17161,False,98.05084
189,Bob,2.02836,0.75744,-6.27399,-9.16587,10.75453,0.84550,Erik Sven Fernström,-0.69532,0.53312,-6.50452,0.83329,False,98.28115
190,Bob,0.53466,0.66253,2.81561,-8.88702,10.58292,0.65811,Jerry Fernström,1.82669,0.06645,-8.48851,0.84980,True,28.14085
191,Atsuto,0.41982,0.50131,-1.85572,-9.54519,10.15123,0.59064,Jerry Fernström,-0.65931,0.91107,-7.27369,-2.54363,False,20.06322
192,Jorg,0.07461,-0.05787,0.92534,-9.00532,9.96615,0.05325,Erik Sven Williams,-1.68012,-0.65015,-7.79217,-0.72253,True,4.19317
193,Bob,1.89111,0.41404,-4.72770,-9.81409,10.11650,0.27822,Jerry Fernström,-1.95820,2.97361,-7.73184,-3.61074,False,92.19154
194,Shoogee,0.79484,0.41837,-2.79329,-8.44663,10.60176,0.35839,Jerry Fernström,-1.64490,0.16862,-9.42172,0.24175,False,38.34548
195,Shoogee,2.48858,-0.43545,-1.84309,-9.39516,10.70868,-0.45715,Erik Sven Williams,-1.20751,0.81657,-8.99585,-0.39179,False,123.50747
196,Jorg,0.84773,0.34293,-1.42453,-9.54565,10.14410,0.39384,Jerry Fernström,-2.24637,0.61175,-8.17582,-1.25669,False,41.67440
197,Shoogee,1.55692,-0.47642,-4.34121,-9.21264,10.60594,-0.48246,Erik Sven Williams,-0.72954,-0.39990,-10.49593,-1.49870,False,75.67549
198,Jorg,2.37403,0.06944,-0.76130,-8.88290,10.58510,-0.01457,Jerry Fernström,-2.87235,-3.64395,-7.28136,-1.00097,False,118.32074
199,Shoogee,0.92469,-0.79543,1.94811,-9.32449,10.80726,-0.74285,Jerry från Solna,1.04699,0.76175,-9.00516,-0.40235,True,47.20869
200,Atsuto,0.92437,0.39497,-2.89229,-9.73160,10.18458,0.35782,Jerry Fernström,0.61000,-0.31072,-7.83637,-2.51258,False,44.77222
201,Shoogee,0.28033,-0.15788,-1.41481,-8.70841,9.91308,-0.16678,Erik Sven Williams,-0.43001,2.77160,-7.67907,-1.55958,False,13.30918
202,Jorg,-1.14562,-0.81644,1.50178,-8.81640,10.12241,-0.89879,Jerry från Solna,-1.33175,-2.60522,-12.20324,-0.77685,True,-56.52988
203,Shoogee,-0.41860,-0.47468,-1.48239,-9.77178,10.61614,-0.30712,Erik Sven Williams,0.77323,-2.74482,-8.46209,-3.25590,False,-21.67099
204,Shoogee,-0.94773,-0.42570,4.96683,-9.25338,9.98470,-0.49671,Erik Sven Williams,0.54376,1.38178,-6.43736,0.05774,True,-44.90307
205,Shoogee,0.14325,-0.42484,-0.14090,-9.61582,10.58827,-0.49260,Erik Sven Williams,0.23628,0.57492,-8.77973,-0.74876,False,7.09203
206,Jorg,0.56725,0.72053,-2.58910,-9.16892,10.26467,0.72928,Jerry Fernström,1.10376,-0.62758,-10.24694,1.45001,False,27.06816
207,Bob,-0.01468,0.81609,-1.29556,-9.25419,9.91366,0.95889,Erik Sven Fernström,-0.43226,-1.53389,-9.79369,-1.40761,False,-1.38169
208,Jorg,0.98458,1.02959,-5.05333,-8.91487,10.47410,1.00319,Erik Sven Fernström,1.44473,-0.21889,-9.53433,5.82932,False,46.70228
209,Bob,0.84937,0.37121,4.07669,-9.25715,10.76950,0.37151,Jerry Fernström,0.77847,-0.38156,-9.84486,-2.13382,True,44.50691
210,Bob,1.19136,-0.23765,-3.57010,-9.52275,10.68639,-0.22554,Erik Sven Williams,0.65340,-0.78838,-6.15895,-1.05893,False,57.78303
211,Atsuto,1.45316,0.07932,-0.17469,-9.25642,10.12850,-0.16377,Jerry Fernström,-1.13614,0.09069,-7.46947,2.07630,False,72.57077
212,Bob,-0.08871,0.57169,-2.70616,-8.71722,10.31178,0.56396,Jerry Fernström,-0.34638,2.26513,-8.63020,-2.74400,False,-5.78856
213,Shoogee,2.53901,0.07921,-3.57299,-8.76560,10.00916,0.21998,Jerry Fernström,0.53989,-0.56893,-8.29725,-2.05112,False,125.16401
214,Shoogee,2.65972,0.95126,-0.91283,-9.58120,10.40733,0.99988,Erik Sven Fernström,-0.06021,1.83061,-6.00747,-2.50710,True,132.52949
215,Bob,1.35815,-0.16607,-2.49403,-9.21422,10.41692,-0.25175,Erik Sven Williams,-1.40753,-0.60221,-9.28564,-0.13242,False,66.66032
216,Shoogee,1.87794,-0.43701,-2.44413,-9.22123,10.14769,-0.40206,Erik Sven Williams,0.41227,-0.46756,-11.09044,-0.55187,False,92.67488
217,Bob,0.98937,0.63231,-1.19569,-9.88282,10.03568,0.63920,Jerry Fernström,1.15756,-0.28844,-7.33713,-3.24337,False,48.87070
218,Shoogee,0.25394,0.45758,-2.62870,-9.51486,10.27066,0.43471,Jerry Fernström,0.05854,0.32894,-11.07962,0.31608,False,11.38245
219,Jorg,0.86135,-0.10248,0.47975,-9.13326,10.45166,-0.12868,Erik Sven Williams,-5.27155,-1.10172,-7.47194,-1.82513,True,43.30750
220,Atsuto,1.27289,-0.25877,2.08905,-9.27741,10.12700,-0.23654,Erik Sven Williams,-0.30513,-0.83834,-9.33574,-2.52033,True,64.68915
221,Jorg,2.02407,-0.49092,1.22431,-8.77819,10.33884,-0.42796,Erik Sven Williams,1.13624,0.65168,-8.85800,-0.85496,True,101.81567
222,Shoogee,3.09852,-0.53606,-2.25058,-9.19692,10.58522,-0.51207,Erik Sven Williams,-1.11943,0.46230,-6.20947,-0.57050,False,153.80079
223,Shoogee,0.82749,-0.76359,1.92604,-8.44442,10.35680,-0.75314,Jerry från Solna,0.82506,-0.31353,-9.33058,0.25508,True,42.33729
224,Shoogee,-0.32178,0.32009,2.55239,-8.72629,9.83791,0.23386,Jerry Fernström,-1.18349,-0.81932,-9.79430,-2.34431,True,-14.81267
225,Bob,2.50131,0.28877,-1.97498,-9.91847,10.09383,0.48894,Jerry Fernström,-1.14392,-0.73121,-9.32244,-0.60064,False,124.07822
226,Shoogee,-0.39952,0.48911,4.73309,-9.73926,10.26594,0.44495,Jerry Fernström,-0.03812,1.74513,-9.66327,-2.35108,True,-17.60924
227,Shoogee,1.32716,1.17895,-3.70552,-9.60377,10.80947,1.14966,Erik Sven Fernström,-0.34763,-0.26744,-6.33218,-2.43557,False,64.50516
228,Shoogee,1.58814,1.21806,-4.68081,-9.57406,10.54181,1.33724,Erik Sven Fernström,0.65374,-0.07125,-7.67092,-1.74298,False,77.06665
229,Bob,0.73011,-0.10840,-0.86316,-9.73007,9.97260,-0.03429,Erik Sven Williams,0.78873,-0.09900,-8.78604,-0.97675,False,36.07381
230,Atsuto,1.94221,1.38164,2.40177,-9.60118,10.27013,1.41554,Erik Sven Fernström,-0.73781,-0.97795,-9.40294,-2.53579,True,98.31141
231,Bob,1.07006,-1.04745,2.86133,-9.06505,9.97552,-1.04089,Jerry från Solna,-0.32825,0.62184,-6.40681,0.39769,True,54.93347
232,Bob,0.21529,0.49981,-1.90602,-9.73526,10.14103,0.54585,Jerry Fernström,1.32739,-1.11410,-10.26172,-1.75935,False,9.81167
233,Jorg,-0.62814,-0.00691,-0.43095,-9.42880,10.55439,-0.10031,Erik Sven Williams,1.82378,2.96311,-7.82281,-0.45203,False,-31.62251
234,Shoogee,-0.79856,-0.88504,2.92238,-8.66378,10.23855,-0.95799,Jerry från Solna,-0.21954,-1.94565,-7.46979,-2.02068,True,-38.46690
235,Bob,-0.70045,0.76653,-6.15850,-8.94082,10.11017,0.62641,Erik Sven Fernström,0.40011,0.51638,-10.42528,-1.77578,False,-38.10170
236,Bob,-1.50088,-0.78407,2.67247,-9.76860,10.31012,-0.88901,Jerry från Solna,2.40852,-0.97581,-9.00383,-2.83291,True,-73.70773
237,Shoogee,2.09560,-0.07152,-7.10886,-9.67400,10.06611,-0.09683,Erik Sven Williams,-0.44895,0.30403,-7.25167,-0.86043,False,101.22569
238,Bob,2.36272,0.26871,0.60478,-8.40169,10.40809,0.45818,Jerry Fernström,-0.64352,1.83807,-8.72818,-1.81856,True,118.43818
239,Jorg,1.85451,1.22984,-0.35361,-9.39212,10.00228,1.29559,Erik Sven Fernström,2.06383,3.08682,-7.71709,-0.21442,True,92.54850
240,Jorg,1.17261,0.54215,-1.76726,-9.50312,10.28068,0.46059,Jerry Fernström,1.69321,2.40299,-8.46595,-2.46551,False,57.74700
241,Bob,0.42355,-0.66627,-5.78593,-8.44100,10.67422,-0.73801,Erik Sven Williams,0.33975,0.23738,-9.95951,-2.88937,False,18.28460
242,Atsuto,1.08381,-0.57825,-2.59334,-9.45003,10.18008,-0.38516,Erik Sven Williams,-0.44804,0.37162,-9.43060,-0.87295,False,52.89359
243,Jorg,2.12251,0.86690,-5.86668,-9.44501,10.62859,0.74700,Erik Sven Fernström,1.63491,0.22619,-9.84981,2.55974,False,103.19233
244,Jorg,-0.25226,-0.60821,-1.45374,-8.83177,10.35285,-0.77692,Erik Sven Williams,1.74828,0.97083,-7.85937,-1.77233,False,-13.34010
245,Bob,1.71557,-0.54875,-0.43135,-8.41505,10.65039,-0.50697,Erik Sven Williams,0.12582,1.64897,-10.18919,-1.25898,False,85.56282
246,Shoogee,1.17442,1.03741,5.56641,-9.77534,10.27011,1.03354,Erik Sven Fernström,0.27550,-3.01589,-8.64855,-1.79515,True,61.50416
247,Jorg,-0.03958,-0.35601,0.57955,-9.03643,10.41369,-0.29057,Erik Sven Williams,2.52541,0.99518,-7.40820,-0.41074,True,-1.68921
248,Jorg,0.47014,0.53834,-1.16463,-9.16631,10.17259,0.57608,Jerry Fernström,0.39082,1.15247,-7.40581,-2.16034,False,22.92476
249,Shoogee,-0.71322,-2.00360,-0.68410,-9.95167,10.04280,-2.11592,Jerry från Solna,-0.67337,-1.24283,-11.92288,0.61260,False,-36.00330
250,Bob,2.86271,0.36489,-3.02003,-9.76801,10.21377,0.36624,Jerry Fernström,-1.87058,-0.09641,-8.82602,-3.46535,False,141.62568
251,Shoogee,0.13463,0.38365,5.03358,-9.84258,10.78158,0.46144,Jerry Fernström,-1.49140,-1.80735,-8.09705,-1.07074,True,9.24818
252,Jorg,0.09267,-0.18892,4.50763,-8.91530,10.55296,-0.25913,Erik Sven Williams,0.51198,1.84457,-6.54907,-1.12959,True,6.88748
253,Bob,0.52429,-1.40741,-1.50135,-9.84513,10.14966,-1.50370,Jerry från Solna,0.03802,-0.57321,-9.09648,-1.96818,False,25.46365
254,Jorg,0.31207,-1.07762,2.03655,-9.00600,10.23377,-1.11222,Jerry från Solna,-1.54828,-1.75911,-8.00107,-1.15144,True,16.62175
255,Shoogee,-0.65316,-0.42447,-0.65873,-8.65328,10.11873,-0.48080,Erik Sven Williams,-1.49899,-1.09377,-8.60526,-1.68192,False,-32.98732
256,Bob,1.46824,-0.21385,-2.22255,-8.68133,9.84745,-0.15165,Erik Sven Williams,-0.47900,0.31868,-10.90739,-1.39123,False,72.30060
257,Jorg,0.03412,0.08838,4.55028,-9.24064,10.09049,0.19399,Jerry Fernström,0.42435,0.21879,-8.56008,0.41698,True,3.98096
258,Shoogee,0.35214,0.64621,-1.54950,-9.88909,10.04928,0.63810,Jerry Fernström,-1.19513,-0.60076,-6.98965,-0.48318,False,16.83233
259,Jorg,1.04985,-0.38519,1.33573,-9.34044,10.10885,-0.43886,Erik Sven Williams,-0.11652,-2.09100,-10.67086,-1.60151,True,53.16056
260,Jorg,2.63360,0.61338,-5.03942,-8.93975,9.93500,0.58753,Jerry Fernström,2.21062,1.46683,-7.88074,-0.85282,False,129.16023
261,Jorg,1.00590,0.00450,-2.27137,-9.03744,9.86045,0.03390,Jerry Fernström,-1.69870,0.35377,-11.21127,2.61081,False,49.15929
262,Shoogee,0.66785,0.08633,-2.12534,-9.13844,10.69676,0.04275,Jerry Fernström,0.16830,-0.30892,-7.63603,-2.05398,False,32.32980
263,Bob,1.01414,0.69946,-3.43084,-9.13306,10.63000,0.74978,Jerry Fernström,2.32421,-0.31321,-8.66807,-1.54988,False,48.99139
264,Jorg,0.88362,0.12864,-4.91248,-9.41917,10.04934,https://youtu.be/0q_Bbd2SGtY,Jerry Fernström,0.60795,2.31590,-5.25392,-1.40652,False,41.72493
265,Jorg,-0.15421,0.39039,-0.28014,-9.46711,10.31032,0.43030,Jerry Fernström,0.85088,0.80612,-9.24391,-0.92617,True,-7.85071
266,Shoogee,-0.00029,0.25283,5.59612,-9.13749,10.78031,0.39537,Jerry Fernström,0.52525,0.54042,-8.39399,-1.30317,True,2.78375
267,Jorg,0.40204,-0.42630,-1.61081,-9.06700,10.41352,-0.41694,Erik Sven Williams,-0.24844,-0.36954,-6.99122,-2.19787,False,19.29683
268,Jorg,4.00674,-0.14577,-5.37766,-9.08105,10.44582,-0.04032,Erik Sven Williams,-2.31061,-1.26020,-8.07410,-2.67609,False,197.64810
269,Bob,1.40389,-0.58569,-1.33409,-8.43027,10.51424,-0.80157,Erik Sven Williams,-1.59827,1.31772,-8.90663,2.11866,False,69.52761
270,Jorg,3.50782,1.11855,-7.06422,-9.28371,10.48519,1.07879,Erik Sven Fernström,-0.13685,0.92795,-9.35034,-2.44148,False,171.85912
271,Shoogee,1.79332,-1.02987,-5.27940,-9.44416,10.00844,-1.02406,Jerry från Solna,0.44884,0.50776,-8.18740,-0.13965,False,87.02617
272,Jorg,2.02082,0.56122,-0.76206,-8.76931,10.26327,0.47610,Jerry Fernström,2.00588,-0.31539,-7.92921,-1.81370,False,100.66016
273,Jorg,0.85680,0.36148,2.44913,-9.51620,10.16500,0.13466,Jerry Fernström,-2.71331,-1.77525,-10.64624,1.59779,True,44.06453
274,Atsuto,1.30001,0.90210,-0.26608,-9.31498,10.31447,0.96620,Erik Sven Fernström,1.33657,-0.42236,-10.94511,-0.46460,True,64.86733
275,Jorg,0.51239,-0.33855,-3.65553,-8.76735,10.53543,-0.45158,Erik Sven Williams,2.23320,2.04063,-10.20336,2.58002,False,23.79194
276,Jorg,0.69809,0.19629,1.66944,-9.46734,10.06690,0.32036,Jerry Fernström,-2.07148,-2.08163,-11.29796,2.30578,True,35.73913
277,Jorg,1.35974,0.36631,8.38251,-9.33285,10.34165,0.35023,Jerry Fernström,-0.67894,-0.07212,-9.24601,-0.85598,True,72.17842
278,Jorg,0.62978,0.75639,-0.39930,-8.96014,10.20021,0.77746,Erik Sven Fernström,-2.16530,1.03375,-9.37277,0.06409,True,31.28920
279,Jorg,0.56108,0.26795,-1.96794,-8.82232,10.34325,0.24304,Jerry Fernström,-1.45073,-2.77637,-9.49009,-0.78560,False,27.07022
280,Jorg,1.10084,-0.61411,0.50381,-9.23450,10.24072,-0.64155,Erik Sven Williams,0.47555,0.31357,-13.90486,2.52527,False,55.29389
281,Shoogee,1.13502,0.44712,1.61049,-9.34887,10.25753,0.55327,Jerry Fernström,0.25967,0.12832,-7.70261,-0.50605,True,57.55641
282,Bob,1.26968,0.51522,-4.90333,-8.93683,10.46935,0.39450,Jerry Fernström,-0.93204,-0.35486,-9.09309,-4.78989,False,61.03230
283,Jorg,1.59245,0.68840,-2.00471,-9.59289,10.08031,0.68634,Jerry Fernström,-1.30288,-1.40199,-8.72329,-0.31602,False,78.62039
284,Bob,0.28847,-0.27483,0.98758,-8.71425,10.54379,-0.34289,Erik Sven Williams,0.75083,-2.17815,-8.27794,0.95152,True,14.91707
285,Atsuto,1.76956,-0.40476,-7.27930,-9.85793,10.27311,-0.44577,Erik Sven Williams,1.00454,0.26686,-9.81409,-1.01017,False,84.83821
286,Jorg,1.39831,0.11790,-10.05509,-9.10066,9.99570,0.08527,Jerry Fernström,2.22706,1.60542,-11.81652,2.58238,False,64.88802
287,Atsuto,3.67463,0.08458,-6.88423,-9.58759,10.33946,0.14271,Jerry Fernström,-0.70787,0.94620,-7.90590,2.97366,False,180.28934
288,Shoogee,0.49201,-0.01266,0.42301,-9.15974,10.51410,0.01909,Erik Sven Williams,0.44454,-1.03001,-7.22616,-0.71171,True,24.81195
289,Jorg,0.64265,0.43524,-1.25432,-9.60842,10.09991,0.45674,Jerry Fernström,1.46131,0.51693,-12.20223,1.48278,False,31.50552
290,Jorg,0.83072,-0.99735,5.36143,-9.17379,10.21341,-0.95156,Jerry från Solna,-0.68060,-0.75205,-10.00836,-1.49417,True,44.21665
291,Bob,3.00593,1.32760,-1.39992,-8.50783,10.64978,1.13160,Erik Sven Fernström,-0.71280,2.07681,-8.05547,-1.94874,False,149.59654
292,Shoogee,0.42937,-0.43093,-1.81990,-9.12474,10.75809,-0.46492,Erik Sven Williams,-0.47217,3.15406,-9.50639,-2.32160,False,20.55877
293,Shoogee,-0.61413,-0.23636,3.31126,-9.71846,10.42513,-0.25978,Erik Sven Williams,1.72465,-0.80081,-12.37667,5.02212,True,-29.05080
294,Jorg,0.25714,-0.77618,-0.12763,-9.03734,10.29563,-0.53931,Jerry från Solna,1.34805,-1.36146,-7.50245,-1.36262,False,12.79335
295,Jorg,0.77988,0.38157,0.02552,-8.95876,10.47407,0.60003,Jerry Fernström,1.50311,0.66702,-11.00164,1.07411,True,39.00663
296,Jorg,0.16404,-0.06022,0.24044,-8.91457,10.04689,-0.08493,Erik Sven Williams,0.22663,0.98355,-11.75716,2.16440,True,8.32242
297,Jorg,2.60217,0.00433,-7.86181,-9.24508,10.20793,-0.08947,Jerry Fernström,-1.54124,-1.98291,-7.50544,-1.44964,False,126.17770
298,Jorg,0.91784,-0.30626,-0.74624,-9.08564,10.07021,-0.29752,Erik Sven Williams,-0.04621,-0.13712,-10.59477,3.98504,False,45.51891
299,Atsuto,0.32389,-1.16089,-0.91641,-9.17477,10.35142,-1.12435,Jerry från Solna,1.54698,0.05057,-10.73823,1.59341,False,15.73641
300,Shoogee,0.23519,0.73308,-2.15846,-9.32135,10.65876,0.68100,Jerry Fernström,-0.12174,-0.66698,-10.77184,0.65086,False,10.68006
301,Bob,1.35017,0.01248,5.21585,-9.79680,9.99818,0.10099,Jerry Fernström,2.71502,-0.50374,-7.97036,-2.41733,True,70.11647
302,Jorg,2.34672,-0.44452,-5.19749,-8.82459,10.51395,-0.50402,Erik Sven Williams,0.60218,2.23062,-6.75813,-1.01934,False,114.73703
303,Jorg,-0.87117,-2.02946,-5.59964,-9.12660,10.22512,-2.00855,Jerry från Solna,0.83963,-0.94984,-6.15016,-1.21212,False,-46.35852
304,Bob,0.00175,0.69597,-0.85917,-8.63204,10.59727,0.67547,Jerry Fernström,-1.46485,-0.48504,-9.48433,-1.79622,False,-0.34221
305,Shoogee,3.16740,1.21746,-0.08667,-9.72312,10.04582,1.22385,Erik Sven Fernström,-0.89621,-2.02586,-6.84210,0.04272,True,158.32647
306,,1.12582,0.37246,-3.91978,-8.69740,9.94560,0.38929,Jerry Fernström,-0.74363,-0.25968,-8.27133,-0.92003,False,54.33097
307,Bob,0.79377,-0.09163,-1.43270,-8.46042,10.65838,-0.19695,Erik Sven Williams,0.31465,-1.10368,-9.95623,-2.16731,False,38.97199
308,Jorg,0.51802,0.64884,0.12665,-9.06426,10.61644,0.56071,Jerry Fernström,0.00427,1.13901,-6.05629,0.46583,True,25.96412
309,Bob,0.08674,0.52835,-4.42458,-9.88404,10.25811,0.48580,Jerry Fernström,-2.23103,1.71278,-8.29316,-0.16404,False,2.12480
310,Jorg,1.06397,1.49661,-4.14836,-9.46241,10.17230,1.61335,Erik Sven Fernström,-0.02842,-0.95123,-8.91688,-0.26001,False,51.12409
311,Shoogee,1.48837,0.34078,1.59682,-9.36849,10.30758,0.23920,Jerry Fernström,-0.15683,-0.28408,-10.14796,0.37401,True,75.21692
312,Shoogee,1.96517,0.66241,0.07694,-10.07520,10.01491,0.62414,Jerry Fernström,0.78916,-2.97482,-7.85933,-0.39762,True,98.29716
313,Jorg,1.41011,-0.02271,0.84877,-9.38916,10.44910,-0.16486,Erik Sven Williams,-0.32922,1.08751,-9.89504,-1.09065,True,70.92995
314,Bob,1.21344,0.45359,-1.93811,-9.39027,10.89633,0.51638,Jerry Fernström,2.64486,-0.23160,-9.21188,-1.30750,False,59.70285
315,Shoogee,1.73226,-0.40450,-3.76135,-9.25841,10.70297,-0.38288,Erik Sven Williams,0.57444,0.97960,-9.97120,0.25535,False,84.73224
316,Shoogee,0.73707,-0.02269,-6.13172,-9.90429,10.30632,0.01069,Erik Sven Williams,0.63097,-2.68131,-6.42800,0.53455,False,33.78782
317,Bob,0.46641,-0.10186,3.62157,-9.18860,9.95365,0.14090,Erik Sven Williams,-0.95089,0.38550,-8.66418,-2.59278,True,25.13108
318,Bob,-0.81442,0.00458,2.81478,-8.98744,9.95410,0.09470,Jerry Fernström,-2.57653,2.46310,-8.29183,-3.87906,True,-39.31353
319,Jorg,1.53520,-0.49306,3.80965,-9.15734,10.29927,-0.56280,Erik Sven Williams,-0.13141,1.93765,-7.91720,-1.71064,True,78.66473
320,Shoogee,0.92314,-0.73705,1.40363,-9.25979,9.90540,-0.66161,Erik Sven Williams,1.29264,-2.54138,-7.78002,-1.55868,True,46.85871
321,Jorg,2.76600,0.22380,-4.65732,-9.63572,10.02916,0.32332,Jerry Fernström,-2.02661,-0.83440,-9.02302,-2.35858,False,135.97113
322,Shoogee,1.88193,0.30156,5.63605,-9.89947,10.23607,0.33346,Jerry Fernström,-0.71389,1.45423,-7.41762,-2.18034,True,96.91443
323,Jorg,0.84499,0.54411,-2.20933,-9.01631,10.03113,0.58337,Jerry Fernström,0.78126,1.22048,-9.16717,-2.15877,False,41.14461
324,Atsuto,-0.93282,-0.05209,2.21788,-9.17682,10.15076,-0.13751,Erik Sven Williams,-0.09634,-1.39116,-9.04996,-3.00762,True,-45.53193
325,Bob,1.46897,-0.46494,-1.52798,-8.63004,9.92660,-0.41788,Erik Sven Williams,0.33230,-2.04918,-6.98548,-1.36753,False,72.68454
326,Bob,2.13453,-0.62614,1.27754,-8.46982,10.38107,-0.55193,Erik Sven Williams,-0.50644,-1.13178,-8.64404,-2.18954,True,107.36509
327,Jorg,1.38014,0.78552,-0.84656,-9.44224,10.10510,0.81029,Erik Sven Fernström,-0.81712,-1.43905,-7.25660,0.08162,False,68.58376
328,Atsuto,1.40185,1.02016,1.68465,-9.41378,10.28386,1.18441,Erik Sven Fernström,0.91327,0.94177,-7.50990,1.56081,True,70.93488
329,Shoogee,1.46195,-0.57779,2.09322,-8.63732,10.45332,-0.60231,Erik Sven Williams,1.14046,0.12047,-7.58344,-2.93383,True,74.14416
330,Jorg,1.49075,0.35080,-5.02712,-9.36009,10.04497,0.46450,Jerry Fernström,-0.44654,0.05472,-7.01227,-0.06449,False,72.02399
331,Atsuto,-0.33792,-1.30464,5.10452,-9.82603,10.35145,-1.51882,Jerry från Solna,-0.26244,0.23097,-8.53564,-2.85931,True,-14.34396
332,Bob,1.18177,0.44201,0.69209,-9.55151,10.57175,0.32752,Jerry Fernström,-1.27564,1.06133,-9.45974,-2.40520,True,59.43468
333,Bob,1.70252,0.79469,-0.62471,-8.61331,10.15193,0.81523,Erik Sven Fernström,2.86956,-2.24402,-8.53354,-1.60873,True,84.81387
334,Bob,-1.05519,-0.64922,1.37335,-9.53107,10.46146,-0.64419,Erik Sven Williams,-1.22772,1.88306,-9.55844,-2.78531,True,-52.07261
335,Jorg,1.46801,-0.04294,-5.30535,-8.88796,10.41591,-0.07891,Erik Sven Williams,-0.09552,-0.13247,-5.85489,0.57735,False,70.74772
336,Shoogee,2.80889,1.06097,2.21141,-8.84711,10.09623,1.11737,Erik Sven Fernström,-1.42882,1.03958,-8.42679,-1.79589,True,141.55030
337,Shoogee,2.42580,-0.11684,1.18726,-8.88610,10.62716,-0.25082,Erik Sven Williams,-0.39761,1.11523,-6.06373,-1.11856,True,121.88384
338,Shoogee,0.42368,0.79267,-2.25429,-9.06754,9.90266,0.71793,Erik Sven Fernström,0.05746,1.25490,-9.37916,-2.31181,False,20.05671
339,Bob,0.18733,-0.45025,-2.50215,-9.66662,10.61756,-0.34465,Erik Sven Williams,-0.16977,0.45037,-7.67289,-1.01991,False,8.11545
340,Jorg,0.57294,0.44982,-0.66407,-9.28228,10.09073,0.32269,Jerry Fernström,-0.67217,2.56647,-8.20055,-0.49674,False,28.31488
341,Jorg,0.82159,-0.51384,4.44994,-8.89812,9.97228,-0.49750,Erik Sven Williams,0.08455,-1.43797,-6.28518,1.11851,True,43.30460
342,Atsuto,0.48025,0.40884,-5.82901,-9.15413,10.32038,0.56948,Jerry Fernström,-0.33750,1.45053,-9.91659,1.62401,False,21.09789
343,Jorg,3.53486,0.22646,-1.11776,-9.26485,10.63555,0.23507,Jerry Fernström,-1.25714,-1.45659,-7.98975,-2.00669,False,176.18425
344,Shoogee,-0.38860,-0.48529,7.78957,-9.01423,10.62419,-0.48413,Erik Sven Williams,-0.75923,-0.21272,-9.42361,-0.24436,True,-15.53521
345,Bob,1.92895,0.20643,-3.61880,-8.92880,10.10618,-0.00121,Jerry Fernström,-0.70699,4.27446,-10.42693,-0.85945,False,94.63787
346,Bob,-0.85009,-0.15959,3.14095,-8.78529,10.70762,-0.07074,Erik Sven Williams,-0.49753,-0.96143,-8.00020,-1.75169,True,-40.93381
347,Shoogee,0.61403,-0.05148,-1.58003,-8.95916,10.56935,0.09713,Erik Sven Williams,1.99555,0.98568,-10.23770,2.09546,False,29.91132
348,Jorg,-0.53645,0.11899,-3.62309,-8.89172,10.46559,-0.07175,Jerry Fernström,-1.05127,1.72369,-10.60537,0.85220,False,-28.63384
